dataset,results_path,model,negation_count,runs,accuracy,inadmissible_rate,mean_reasoning_tokens,mean_completion_tokens,mean_total_tokens
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,6,1,1.0,0.0,454.0,499.0,562.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,7,1,1.0,0.0,257.0,267.0,330.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,8,1,1.0,0.0,514.0,585.0,650.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,9,1,1.0,0.0,341.0,380.0,446.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,10,1,1.0,0.0,351.0,343.0,409.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,11,1,1.0,0.0,292.0,295.0,363.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,12,1,1.0,0.0,767.0,768.0,837.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,13,1,1.0,0.0,406.0,434.0,503.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,14,1,1.0,0.0,532.0,608.0,679.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,15,1,1.0,0.0,296.0,315.0,387.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,16,1,1.0,0.0,412.0,456.0,529.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,17,1,1.0,0.0,709.0,828.0,902.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,18,1,1.0,0.0,1066.0,1069.0,1144.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,19,1,1.0,0.0,1047.0,1172.0,1247.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,20,1,1.0,0.0,740.0,743.0,820.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,50,1,1.0,0.0,3761.0,4002.0,4109.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,51,1,0.0,0.0,22164.0,25923.0,26030.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,moonshotai/kimi-k2.6,100,1,1.0,0.0,16630.0,18974.0,19131.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,0,1,1.0,0.0,147.0,154.0,209.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,1,1,1.0,0.0,65.0,72.0,128.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,2,1,1.0,0.0,91.0,98.0,155.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,3,1,1.0,0.0,140.0,147.0,205.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,4,1,1.0,0.0,89.0,96.0,155.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,5,1,1.0,0.0,107.0,114.0,174.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,6,1,1.0,0.0,102.0,109.0,170.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,7,1,1.0,0.0,153.0,160.0,222.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,8,1,1.0,0.0,95.0,102.0,165.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,9,1,1.0,0.0,135.0,142.0,206.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,10,1,1.0,0.0,108.0,115.0,180.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,11,1,1.0,0.0,134.0,141.0,207.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,12,1,1.0,0.0,165.0,172.0,239.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,13,1,1.0,0.0,140.0,147.0,215.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,14,1,1.0,0.0,152.0,159.0,228.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,15,1,1.0,0.0,189.0,196.0,266.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,16,1,1.0,0.0,153.0,160.0,231.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,17,1,1.0,0.0,351.0,358.0,430.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,18,1,1.0,0.0,185.0,192.0,265.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,19,1,1.0,0.0,389.0,396.0,470.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,20,1,1.0,0.0,237.0,244.0,319.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,50,1,1.0,0.0,842.0,849.0,954.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,51,1,1.0,0.0,2140.0,2147.0,2253.0
boolean_literal_false_sequential_through_100-answers,/home/v/negation-chains/Answers/boolean_literal_false_sequential_through_100-answers.csv,openai/gpt-5.5-pro,100,1,1.0,0.0,2223.0,2230.0,2385.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,50,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,51,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,100,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,101,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,500,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,501,1,1.0,0.0,0.0,5.0,94.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,1000,1,0.0,0.0,0.0,5.0,95.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,1001,1,1.0,0.0,0.0,5.0,95.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,10000,1,1.0,0.0,0.0,5.0,95.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,anthropic/claude-opus-4.7,10001,1,1.0,0.0,0.0,5.0,95.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,50,1,1.0,0.0,247.0,248.0,301.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,51,1,1.0,0.0,208.0,209.0,262.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,100,1,1.0,0.0,264.0,265.0,319.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,101,1,1.0,0.0,294.0,295.0,349.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,500,1,1.0,0.0,249.0,250.0,304.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,501,1,1.0,0.0,231.0,232.0,286.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,1000,1,1.0,0.0,313.0,314.0,369.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,1001,1,1.0,0.0,246.0,247.0,302.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,10000,1,1.0,0.0,260.0,261.0,317.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,google/gemini-3.5-flash,10001,1,1.0,0.0,303.0,304.0,360.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,50,1,1.0,0.0,187.0,160.0,224.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,51,1,1.0,0.0,157.0,158.0,222.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,100,1,1.0,0.0,150.0,151.0,215.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,101,1,1.0,0.0,173.0,157.0,221.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,500,1,1.0,0.0,153.0,151.0,215.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,501,1,1.0,0.0,136.0,129.0,192.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,1000,1,1.0,0.0,149.0,140.0,205.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,1001,1,1.0,0.0,145.0,138.0,203.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,10000,1,1.0,0.0,225.0,204.0,269.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,moonshotai/kimi-k2.6,10001,1,1.0,0.0,134.0,137.0,202.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,50,1,1.0,0.0,62.0,69.0,131.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,51,1,1.0,0.0,64.0,71.0,133.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,100,1,1.0,0.0,64.0,71.0,133.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,101,1,1.0,0.0,52.0,59.0,121.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,500,1,1.0,0.0,59.0,66.0,128.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,501,1,1.0,0.0,53.0,60.0,122.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,1000,1,1.0,0.0,71.0,78.0,141.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,1001,1,1.0,0.0,61.0,68.0,131.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,10000,1,1.0,0.0,56.0,63.0,126.0
boolean_counted_false_targeted-answers,/home/v/negation-chains/Answers/boolean_counted_false_targeted-answers.csv,openai/gpt-5.5-pro,10001,1,1.0,0.0,54.0,61.0,124.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,0,1,1.0,0.0,0.0,5.0,88.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,1,1,1.0,0.0,0.0,5.0,89.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,2,1,1.0,0.0,0.0,5.0,90.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,3,1,1.0,0.0,0.0,5.0,91.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,4,1,1.0,0.0,0.0,5.0,92.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,5,1,1.0,0.0,0.0,5.0,93.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,6,1,1.0,0.0,0.0,5.0,94.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,7,1,0.0,0.0,0.0,5.0,95.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,8,1,1.0,0.0,0.0,5.0,96.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,9,1,1.0,0.0,0.0,5.0,97.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,10,1,0.0,0.0,0.0,5.0,98.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,11,1,1.0,0.0,0.0,5.0,99.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,12,1,1.0,0.0,26.0,75.0,170.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,13,1,1.0,0.0,0.0,5.0,101.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,14,1,1.0,0.0,0.0,52.0,149.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,15,1,1.0,0.0,19.0,32.0,130.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,16,1,1.0,0.0,32.0,129.0,228.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,17,1,1.0,0.0,0.0,42.0,142.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,18,1,1.0,0.0,30.0,34.0,135.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,19,1,1.0,0.0,0.0,42.0,144.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,20,1,1.0,0.0,0.0,5.0,108.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,50,1,1.0,0.0,128.0,1442.0,1575.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,51,1,1.0,0.0,237.0,3833.0,3967.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,anthropic/claude-opus-4.7,100,1,0.0,0.0,537.0,8145.0,8328.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,0,1,1.0,0.0,137.0,138.0,183.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,1,1,1.0,0.0,381.0,382.0,428.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,2,1,1.0,0.0,135.0,136.0,183.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,3,1,1.0,0.0,132.0,133.0,181.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,4,1,1.0,0.0,201.0,202.0,251.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,5,1,1.0,0.0,329.0,330.0,380.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,6,1,1.0,0.0,277.0,278.0,329.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,7,1,1.0,0.0,267.0,268.0,320.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,8,1,1.0,0.0,286.0,287.0,340.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,9,1,1.0,0.0,220.0,221.0,275.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,10,1,1.0,0.0,394.0,395.0,450.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,11,1,1.0,0.0,523.0,524.0,580.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,12,1,1.0,0.0,375.0,376.0,433.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,13,1,1.0,0.0,504.0,505.0,563.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,14,1,1.0,0.0,604.0,605.0,664.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,15,1,1.0,0.0,820.0,821.0,881.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,16,1,1.0,0.0,555.0,556.0,617.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,17,1,1.0,0.0,730.0,731.0,793.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,18,1,1.0,0.0,702.0,703.0,766.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,19,1,1.0,0.0,770.0,771.0,835.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,20,1,1.0,0.0,1123.0,1124.0,1189.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,50,1,1.0,0.0,1278.0,1279.0,1374.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,51,1,1.0,0.0,2077.0,2078.0,2174.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,google/gemini-3.5-flash,100,1,1.0,0.0,2619.0,2620.0,2765.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,0,1,1.0,0.0,83.0,71.0,128.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,1,1,1.0,0.0,144.0,132.0,190.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,2,1,1.0,0.0,96.0,87.0,146.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,3,1,1.0,0.0,119.0,110.0,169.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,4,1,1.0,0.0,361.0,373.0,434.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,5,1,1.0,0.0,197.0,190.0,251.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,6,1,1.0,0.0,250.0,273.0,336.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,7,1,1.0,0.0,236.0,262.0,326.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,8,1,1.0,0.0,349.0,359.0,423.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,9,1,1.0,0.0,248.0,251.0,317.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,10,1,1.0,0.0,623.0,675.0,742.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,11,1,1.0,0.0,1560.0,1651.0,1719.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,12,1,1.0,0.0,688.0,725.0,794.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,13,1,1.0,0.0,542.0,543.0,613.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,14,1,1.0,0.0,350.0,408.0,479.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,15,1,1.0,0.0,287.0,285.0,357.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,16,1,1.0,0.0,332.0,371.0,443.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,17,1,1.0,0.0,704.0,780.0,854.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,18,1,1.0,0.0,848.0,851.0,926.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,19,1,1.0,0.0,718.0,721.0,797.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,20,1,1.0,0.0,567.0,642.0,719.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,50,1,1.0,0.0,6731.0,7517.0,7624.0
boolean_literal_true_sequential-answers,/home/v/negation-chains/Answers/boolean_literal_true_sequential-answers.csv,moonshotai/kimi-k2.6,51,1,0.0,0.0,5126.0,5728.0,5836.0
