"{""max_tokens"": 1024, ""max_workers"": 4, ""measure_performance"": false, ""models"": [""openai/gpt-4o"", ""openai/gpt-5.5-pro"", ""anthropic/claude-opus-4.7"", ""moonshotai/kimi-k2.6""], ""questions_csv"": ""Questions/questions_parking.csv"", ""runs_per_question"": 5, ""use_redis_cache"": true}"
NegationCount,ExpectedAnswer,Question,model,run_index,max_tokens,reasoning_tokens,answer,matches_expected,raw_response,response_source
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,5,1024,0,yes,False,Yes.,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,1,1024,107,no,True,no,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,2,1024,120,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,3,1024,121,no,True,no,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,4,1024,174,no,True,no,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,5,1024,104,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,1,1024,0,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,2,1024,0,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,3,1024,0,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,4,1024,0,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,5,1024,0,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,1,1024,299,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,2,1024,507,no,True, No.,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,3,1024,295,no,True,No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,4,1024,233,no,True, No,live
7,no,The parking sign says that parking is not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,5,1024,165,no,True,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,1,1024,0,yes,True,Yes.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,2,1024,0,no,False,No.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,3,1024,0,yes,True,Yes.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,4,1024,0,yes,True,Yes.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-4o,5,1024,0,yes,True,Yes.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,1,1024,130,yes,True,yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,2,1024,178,yes,True,yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,3,1024,133,yes,True,yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,4,1024,181,yes,True,Yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,openai/gpt-5.5-pro,5,1024,134,yes,True,yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,1,1024,0,no,False,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,2,1024,0,no,False,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,3,1024,0,no,False,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,4,1024,0,no,False,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,anthropic/claude-opus-4.7,5,1024,0,no,False,No,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,1,1024,437,yes,True, yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,2,1024,314,yes,True,yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,3,1024,206,yes,True,Yes,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,4,1024,376,yes,True,Yes.,live
8,yes,The parking sign says that parking is not not not not not not not not allowed between 5 and 6pm. You arrive at 5:30pm. Are you allowed to park there? Answer with yes or no only.,moonshotai/kimi-k2.6,5,1024,795,yes,True,Yes,live
